"Start";"Duration";"Pitch";"Velocity";"Instrument"
2.213333;0.7558505026041664;64;0.9921875;"lh"
2.213333;0.7558505026041664;59;0.9921875;"lh"
2.213333;0.7558505026041664;55;0.9921875;"lh"
2.9691835026041664;0.5574824973958332;64;0.9921875;"lh"
2.9691835026041664;0.5574824973958332;59;0.9921875;"lh"
2.9691835026041664;0.5574824973958332;55;0.9921875;"lh"
3.5266659999999996;0.5172220520833335;64;0.9921875;"lh"
3.5266659999999996;0.5172220520833335;59;0.9921875;"lh"
3.5266659999999996;0.5172220520833335;55;0.9921875;"lh"
4.043888052083333;0.49611094791666677;64;0.9921875;"lh"
4.043888052083333;0.49611094791666677;59;0.9921875;"lh"
4.043888052083333;0.49611094791666677;55;0.9921875;"lh"
4.539999;0.43763872916666635;64;0.9921875;"lh"
4.539999;0.43763872916666635;59;0.9921875;"lh"
4.539999;0.43763872916666635;55;0.9921875;"lh"
4.977637729166666;0.4756942708333334;64;0.9921875;"lh"
4.977637729166666;0.4756942708333334;59;0.9921875;"lh"
4.977637729166666;0.4756942708333334;55;0.9921875;"lh"
5.453332;0.51569428125;64;0.9921875;"lh"
5.453332;0.51569428125;59;0.9921875;"lh"
5.453332;0.51569428125;55;0.9921875;"lh"
5.96902628125;0.5376387187500002;64;0.9921875;"lh"
5.96902628125;0.5376387187500002;59;0.9921875;"lh"
5.96902628125;0.5376387187500002;55;0.9921875;"lh"
6.506665;0.6367359270833335;64;0.9921875;"lh"
6.506665;0.6367359270833335;57;0.9921875;"lh"
6.506665;0.6367359270833335;54;0.9921875;"lh"
7.143400927083333;0.5165970729166665;64;0.9921875;"lh"
7.143400927083333;0.5165970729166665;57;0.9921875;"lh"
7.143400927083333;0.5165970729166665;54;0.9921875;"lh"
7.659998;0.4374998437500004;64;0.9921875;"lh"
7.659998;0.4374998437500004;57;0.9921875;"lh"
7.659998;0.4374998437500004;54;0.9921875;"lh"
8.09749784375;0.4958331562499989;64;0.9921875;"lh"
8.09749784375;0.4958331562499989;57;0.9921875;"lh"
8.09749784375;0.4958331562499989;54;0.9921875;"lh"
8.593331;0.5758678697916668;63;0.9921875;"lh"
8.593331;0.5758678697916668;57;0.9921875;"lh"
8.593331;0.5758678697916668;54;0.9921875;"lh"
9.169198869791666;0.4574651302083339;63;0.9921875;"lh"
9.169198869791666;0.4574651302083339;57;0.9921875;"lh"
9.169198869791666;0.4574651302083339;54;0.9921875;"lh"
9.626664;0.4553470781249995;63;0.9921875;"lh"
9.626664;0.4553470781249995;57;0.9921875;"lh"
9.626664;0.4553470781249995;54;0.9921875;"lh"
10.082011078125;0.5979859218750008;63;0.9921875;"lh"
10.082011078125;0.5979859218750008;57;0.9921875;"lh"
10.082011078125;0.5979859218750008;54;0.9921875;"lh"
0.0;1.8098608385416666;59;0.9921875;"rh"
1.8098608385416666;0.4034721614583334;71;0.9921875;"rh"
2.213333;3.2399989999999996;71;0.9921875;"rh"
5.453332;1.0533330000000003;72;0.9921875;"rh"
6.506665;3.119999;71;0.9921875;"rh"
9.626664;1.0533330000000003;72;0.9921875;"rh"

